Year,LocationName,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2019,02140,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.6,6.4,6.8,17607,POINT (-71.1346205 42.39589),02140,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02140,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.4,9.2,9.6,17607,POINT (-71.1346205 42.39589),02140,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,02140,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.0,7.4,10.9,17607,POINT (-71.1346205 42.39589),02140,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2018,02140,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,30.1,28.4,31.6,17607,POINT (-71.1346205 42.39589),02140,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02140,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.9,3.7,4.0,17607,POINT (-71.1346205 42.39589),02140,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02140,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,10.7,10.0,11.4,17607,POINT (-71.1346205 42.39589),02140,HLTHSTAT,GHLTH,CrdPrv,General Health
2018,02140,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.3,82.3,84.2,17607,POINT (-71.1346205 42.39589),02140,PREVENT,MAMMOUSE,CrdPrv,Mammography
2018,02140,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.3,32.8,33.8,17607,POINT (-71.1346205 42.39589),02140,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02140,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.6,6.0,7.3,17607,POINT (-71.1346205 42.39589),02140,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02140,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,24.4,24.2,24.6,17607,POINT (-71.1346205 42.39589),02140,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02140,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.2,17.8,18.6,17607,POINT (-71.1346205 42.39589),02140,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02140,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.9,11.4,12.4,17607,POINT (-71.1346205 42.39589),02140,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2018,02140,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,32.6,30.7,34.4,17607,POINT (-71.1346205 42.39589),02140,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02139,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.0,4.0,4.1,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2018,02139,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,29.5,28.3,30.6,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02139,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.3,8.8,9.7,36349,POINT (-71.10304364 42.36253913),02139,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02139,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,76.6,76.3,76.9,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2018,02139,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,8.8,7.7,10.1,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2018,02139,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.9,83.3,84.6,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02139,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,20.3,20.0,20.6,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02139,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.7,2.6,2.8,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02139,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,23.7,23.4,23.9,36349,POINT (-71.10304364 42.36253913),02139,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02139,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.8,2.6,2.9,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,COPD,CrdPrv,COPD
2018,02139,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,31.6,30.3,32.9,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02139,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,7.1,6.7,7.7,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02139,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,19.5,19.4,19.7,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02139,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.1,12.6,13.6,36349,POINT (-71.10304364 42.36253913),02139,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02139,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,18.2,17.9,18.4,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02139,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.5,1.5,1.6,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,STROKE,CrdPrv,Stroke
2018,02139,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,72.5,71.6,73.2,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02139,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.6,18.2,19.0,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,DEPRESSION,CrdPrv,Depression
2018,02139,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,75.1,74.0,76.0,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02139,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,61.7,61.3,62.1,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02139,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,9.2,9.5,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,02139,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.3,32.8,33.8,36349,POINT (-71.10304364 42.36253913),02139,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02139,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.6,1.6,1.6,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02139,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.8,4.7,4.9,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02139,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,87.2,86.5,87.8,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02139,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.3,9.6,11.0,36349,POINT (-71.10304364 42.36253913),02139,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02139,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.8,6.5,7.0,36349,POINT (-71.10304364 42.36253913),02139,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02139,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,19.2,18.4,20.0,36349,POINT (-71.10304364 42.36253913),02139,RISKBEH,LPA,CrdPrv,Physical Inactivity
2018,02139,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.1,85.5,86.8,36349,POINT (-71.10304364 42.36253913),02139,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02139,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,13.4,13.3,13.6,36349,POINT (-71.10304364 42.36253913),02139,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2018,02138,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,82.8,82.0,83.6,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,MAMMOUSE,CrdPrv,Mammography
2018,02138,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,31.8,31.1,32.4,36314,POINT (-71.13449506 42.38003166),02138,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02138,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.8,2.6,3.0,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,COPD,CrdPrv,COPD
2019,02138,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.5,6.0,7.2,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,ACCESS2,CrdPrv,Health Insurance
2018,02138,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.2,84.2,86.0,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02138,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.4,9.2,9.6,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,02138,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,19.2,18.7,19.7,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02138,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.6,1.5,1.6,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02138,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,18.7,18.3,19.1,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,OBESITY,CrdPrv,Obesity
2018,02138,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,75.6,74.8,76.4,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02138,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,14.3,14.1,14.5,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02138,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.3,4.2,4.4,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02138,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,17.9,17.6,18.1,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02138,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.1,17.3,19.0,36314,POINT (-71.13449506 42.38003166),02138,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02138,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.5,6.2,6.8,36314,POINT (-71.13449506 42.38003166),02138,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2018,02138,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,31.2,29.7,32.8,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02138,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.5,77.1,77.9,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2019,02138,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.1,12.4,13.9,36314,POINT (-71.13449506 42.38003166),02138,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2018,02138,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,7.3,6.1,8.8,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02138,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,8.4,7.9,8.9,36314,POINT (-71.13449506 42.38003166),02138,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02138,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,63.7,63.1,64.3,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02138,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,23.3,23.0,23.6,36314,POINT (-71.13449506 42.38003166),02138,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02138,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,9.3,8.5,10.0,36314,POINT (-71.13449506 42.38003166),02138,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02138,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,87.1,86.2,87.9,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02138,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.5,1.4,1.5,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02138,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.0,2.9,3.1,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2018,02138,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,34.8,32.9,36.6,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02138,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,20.2,20.0,20.4,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2018,02138,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,77.0,75.8,78.3,36314,POINT (-71.13449506 42.38003166),02138,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02138,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.8,4.8,4.9,36314,POINT (-71.13449506 42.38003166),02138,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02135,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,17.6,17.3,18.0,42780,POINT (-71.15381592 42.34988596),02135,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02135,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,64.6,64.1,65.2,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02135,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.3,3.2,3.5,42780,POINT (-71.15381592 42.34988596),02135,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02135,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,10.8,10.2,11.4,42780,POINT (-71.15381592 42.34988596),02135,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02135,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.0,4.9,5.1,42780,POINT (-71.15381592 42.34988596),02135,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02135,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.7,1.7,1.8,42780,POINT (-71.15381592 42.34988596),02135,HLTHOUT,STROKE,CrdPrv,Stroke
2018,02135,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.9,80.0,81.7,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,MAMMOUSE,CrdPrv,Mammography
2018,02135,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,39.2,37.1,41.1,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02135,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.9,7.5,8.2,42780,POINT (-71.15381592 42.34988596),02135,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02135,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,17.2,16.9,17.4,42780,POINT (-71.15381592 42.34988596),02135,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02135,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,20.7,19.8,21.6,42780,POINT (-71.15381592 42.34988596),02135,RISKBEH,LPA,CrdPrv,Physical Inactivity
2018,02135,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,80.9,79.5,82.0,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2018,02135,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,27.8,26.0,29.4,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,COREW,CrdPrv,Core preventive services for older women
2018,02135,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,11.0,8.9,13.8,42780,POINT (-71.15381592 42.34988596),02135,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02135,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,8.1,7.4,8.9,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02135,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,85.4,84.6,86.2,42780,POINT (-71.15381592 42.34988596),02135,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02135,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.5,9.7,11.4,42780,POINT (-71.15381592 42.34988596),02135,RISKBEH,CSMOKING,CrdPrv,Current Smoking
