"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","NO2","NO2_Unit","PM10","PM10_Unit"
"483550038","Corpus Christi Inner Harbor C631","Active","R6","27.8453","-97.5256","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"483550039","Corpus Christi FHR Easement C632","Active","R6","27.8272","-97.5289","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"004201560","JPN Site 004201560","Active","","38.251027","140.881302","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"702NEA000004","West","Active","","1.35735","103.699997","0.0","8.0","","N/A","01/21/21","00:00","Singapore National Environment Agency","","","","56.0","","0","0","1","0","","","14.0","UG/M3","","","","","","","",""
"270177417","Fond du Lac","Active","R5","46.713694","-92.511722","0.0","-6.0","US","MN","01/21/21","00:00","Minnesota Pollution Control Agency","Fond du Lac","","","7.0","","1","0","1","0","","","1.0","UG/M3","","","","","","","",""
"702NEA000003","South","Active","","1.29587","103.82","0.0","8.0","","N/A","01/21/21","00:00","Singapore National Environment Agency","","","","54.0","","0","0","1","0","","","13.0","UG/M3","","","","","","","",""
"702NEA000002","East","Active","","1.35735","103.940002","0.0","8.0","","N/A","01/21/21","00:00","Singapore National Environment Agency","","","","65.0","","0","0","1","0","","","16.0","UG/M3","","","","","","","",""
"270177416","Fond du Lac","Inactive","R5","46.7053","-92.5236","0.0","-6.0","US","MN","01/21/21","00:00","Minnesota Pollution Control Agency","Duluth","","","","","1","0","0","0","","","","","","","","","","","",""
"702NEA000001","North","Active","","1.41803","103.82","0.0","8.0","","N/A","01/21/21","00:00","Singapore National Environment Agency","","","","63.0","","0","0","1","0","","","16.0","UG/M3","","","","","","","",""
"483550032","Corpus Christi Huisache C98","Active","R6","27.8042","-97.4314","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Corpus Christi","","","53.0","","0","0","1","0","","","15.0","UG/M3","","","","","","","",""
"702NEA000000","Central","Active","","1.35735","103.82","0.0","8.0","","N/A","01/21/21","00:00","Singapore National Environment Agency","","","","64.0","","0","0","1","0","","","21.0","UG/M3","","","","","","","",""
"043203010","JPN Site 043203010","Active","","32.207608","130.763254","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"550790010","MILWAUKEE 16TH ST","Active","R5","43.0178","-87.9333","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Milwaukee/South Ozaukee Counties","","","31.0","","1","0","1","0","","","6.6","UG/M3","","","","","","","",""
"040101510","JPN Site 040101510","Active","","33.947981","130.968712","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.5","PPM","","","","","","","","","",""
"290370003","RG_SOUTH","Active","R7","38.75961","-94.57983","314.5","-6.0","US","MO","01/21/21","00:00","Missouri Department of Natural Resources","Kansas City","","","11.0","","1","0","1","0","","","4.1","UG/M3","","","","","","","",""
"220630002","French Settlement","Active","R6","30.315","-90.8114","0.0","-6.0","US","LA","01/21/21","00:00","Louisiana Department of Environmental Quality","Baton Rouge Area","31.0","","54.0","","1","0","1","0","","","16.2","UG/M3","","","34.0","PPB","","","",""
"012219120","JPN Site 012219120","Active","","35.52325","140.150933","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"028110010","JPN Site 028110010","Active","","34.665756","135.212216","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"481095018","Guadalupe Pass KGDP C5018","Active","R6","31.8311","-104.8089","1647.0","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"121012001","Holiday","Active","R4","28.1953","-82.7578","0.0","-5.0","US","FL","01/21/21","00:00","Florida Dept. of Environmental Protection","Holiday","40.0","","","","1","0","0","0","","","","","","","43.0","PPB","","","",""
"510590005","CUB RUN","Inactive","R3","38.893902","-77.465302","0.0","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","Northern Virginia|Metropolitan Washington","","","","","1","0","0","0","","","","","","","","","","","",""
"483550025","Corpus Christi West C4","Active","R6","27.765335","-97.434247","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Corpus Christi","9.0","","","","1","0","1","0","","","","","","","5.0","PPB","","","",""
"043444010","JPN Site 043444010","Active","","32.656172","130.806007","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060651004","Joshua Tree NP - Pinto Wells","Active","USEPA","33.93983","-115.41085","330.0","-8.0","US","CA","01/21/21","00:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"483550026","Corpus Christi Tuloso C21","Active","R6","27.8333","-97.5558","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Corpus Christi","10.0","","","","1","0","0","0","","","","","","","8.0","PPB","","","",""
"060651003","Riverside - Magnolia","Inactive","R9","33.741699","-117.958099","0.0","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","Perris Vly|Metro Riverside CO-2|Metro Riverside CO|Palm Springs-Coachella Valley","","","","","0","1","1","0","","","","","","","","","","","",""
"483550029","Corpus Christi Hillcrest C170","Active","R6","27.807539","-97.41925","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"481410057","Socorro Hueco C49","Active","R6","31.66752","-106.28774","1116.9","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","El Paso","21.0","13.0","23.0","","1","1","1","0","","","6.1","UG/M3","","","22.0","PPB","","","15.1","UG/M3"
"481410058","Skyline Park C72","Active","R6","31.893889","-106.425556","1201.7","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","El Paso","24.0","","","","1","0","0","0","","","","","","","27.0","PPB","","","",""
"490350012","North Salt Lake","Inactive","R8","40.805698","-111.920303","0.0","-7.0","US","UT","01/21/21","00:00","Utah Department of Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"481410055","Ascarate Park Southeast C37","Active","R6","31.7467","-106.402802","1122.4","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","El Paso","13.0","","22.0","","1","1","1","1","","","5.8","UG/M3","","","22.0","PPB","","","",""
"291893001","Ladue","Active","R7","38.650259","-90.350463","161.0","-6.0","US","MO","01/21/21","00:00","Missouri Department of Natural Resources","Saint Louis","","","13.0","","0","0","1","0","","","3.7","UG/M3","","","","","","","",""
"481410053","El Paso Sun Metro C40","Inactive","R6","31.7586","-106.5011","1128.5","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"481410054","El Paso Lower Valley C36","Active","R6","31.7039","-106.3561","1116.3","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","El Paso","","","","","0","0","0","0","","","","","","","","","","","",""
"840530739992","Maple Falls-Azure Way","Active","R10","48.9477","-122.1471","0.0","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","Maple Falls","","","30.0","","0","0","1","0","","","7.4","UG/M3","","","","","","","",""
"481410051","Fort Bliss C324","Active","R6","31.8019","-106.4206","1183.4","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"482019999","Houston","Active","R6","29.721635","-95.385685","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"481410050","Moon City C415","Active","R6","31.6731","-106.2836","1122.4","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"120850007","Stuart","Active","R4","27.172459","-80.240692","0.0","-5.0","US","FL","01/21/21","00:00","Florida Dept. of Environmental Protection","Fort Pierce","24.0","","44.0","","1","0","1","0","","","12.1","UG/M3","","","15.0","PPB","","","",""
"023229010","JPN Site 023229010","Active","","35.061578","137.007604","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482016000","Houston Caesar Chavez C175","Active","R6","29.6842","-95.2533","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"550790026","MILWAUKEE SER DNR","Active","R5","43.0611","-87.9125","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Milwaukee/South Ozaukee Counties","25.0","17.0","30.0","8.0","1","1","1","1","","","6.6","UG/M3","0.0","PPB","26.0","PPB","8.0","PPB","13.4","UG/M3"
"028109030","JPN Site 028109030","Active","","34.824906","135.222763","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"510590018","MT VERNON","Inactive","R3","38.7425","-77.077499","0.0","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","Northern Virginia|Metropolitan Washington","","","","","1","0","0","0","","","","","","","","","","","",""
"006209010","JPN Site 006209010","Active","","38.113805","140.031101","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"009301010","JPN Site 009301010","Active","","36.443148","139.914521","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"033342010","JPN Site 033342010","Active","","34.74712","134.293955","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"271453052","St. Cloud","Active","R5","45.55","-94.1333","0.0","-6.0","US","MN","01/21/21","00:00","Minnesota Pollution Control Agency","St. Cloud","","","12.0","","1","0","1","0","","","3.0","UG/M3","","","","","","","",""
"160291009","Soda Springs PM25","Inactive","R10","42.65167","-111.61472","0.0","-7.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Soda Springs (seasonal)","","","","","0","0","1","0","","","","","","","","","","","",""
"011212520","JPN Site 011212520","Active","","36.05207","139.411247","0.0","9.0","","AL","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"004201540","JPN Site 004201540","Active","","38.267415","140.911021","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"015206050","JPN Site 015206050","Active","","37.955754","139.329222","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"042201280","JPN Site 042201280","Active","","32.706427","129.850529","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"041341010","JPN Site 041341010","Active","","33.406642","130.525718","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"033207510","JPN Site 033207510","Active","","34.602677","133.462086","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"037202030","JPN Site 037202030","Active","","34.279939","133.786241","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","5.0","PPB","","","","","",""
"013115010","JPN Site 013115010","Active","","35.689334","139.602359","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023205050","JPN Site 023205050","Active","","34.89465","136.937895","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","5.0","PPB","","","","","",""
"044213010","JPN Site 044213010","Active","","33.182793","131.423987","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"350451005","Substation","Active","R6","36.7969","-108.4725","1647.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","San Juan County","31.0","12.0","","8.0","1","1","0","1","","","","","2.0","PPB","32.0","PPB","8.0","PPB","19.0","UG/M3"
"060756002","Fort Funston","Inactive","R9","37.71481","-122.50047","57.0","-8.0","US","CA","01/21/21","00:00","San Francisco Bay Area AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"011224510","JPN Site 011224510","Active","","35.820988","139.642906","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.5","PPM","","","1.0","PPB","","","","","",""
"410170122","Bend - Road Department","Active","R10","44.021896","-121.260166","1104.7","-8.0","US","OR","01/21/21","00:00","Oregon Dept. of Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"410170120","Bend - Pump Station","Active","R10","44.063916","-121.312554","1105.6","-8.0","US","OR","01/21/21","00:00","Oregon Dept. of Environmental Quality","Bend","","","23.0","","0","0","1","0","","","5.8","UG/M3","","","","","","","",""
"840110010053","King Greenleaf Rec Center","Active","R3","38.875161","-77.012816","0.0","-5.0","US","DC","01/21/21","00:00","District of Columbia - Department of Energy and Environment","Northern Virginia|Metropolitan Washington","","","24.0","","0","0","1","0","","","6.0","UG/M3","","","","","","","",""
"840060731026","San Diego - Sherman Elementary School","Active","R9","32.710177","-117.142665","0.0","-8.0","US","CA","01/21/21","00:00","San Diego APCD","San Diego Coast","30.0","","5.0","","1","0","1","0","","","0.3","UG/M3","","","33.0","PPB","","","",""
